id,Geographic Area Name,% over 50 percent
36061003900,39,22.8
36061000100,1,0
36005031600,316,26.1
36005031800,318,13.3
36005032300,323,21.2
36005032400,324,28.7
36005033400,334,0
36005036300,363,40.4
36005037900,379,46.1
36005036902,369.02,45.8
36005037300,373,42.7
36005037800,378,29.4
36005038700,387,40.7
36005039600,396,41.5
36005040100,401,36
36005040600,406,36.1
36005042300,423,29.9
36005042500,425,36.7
36005042901,429.01,38.4
36005044200,442,41
36005050400,504,0
36005045102,451.02,16.1
36005034500,345,20.6
36005035600,356,29.4
36005035900,359,45.7
36005036800,368,44.8
36047052800,528,30.9
36047055000,550,26.6
36047058900,589,25.2
36047062600,626,24.4
36081073900,739,16.1
36081074100,741,28.1
36081074300,743,29.2
36081074500,745,20.3
36081077904,779.04,38.6
36081080900,809,16.6
36081085300,853,41.2
36081085900,859,37.3
36081086500,865,55.1
36081094202,942.02,23.6
36081094203,942.03,17.2
36081098100,981,28.6
36081007100,71,20.5
36081011700,117,20.2
36081014700,147,21.6
36081029700,297,26.9
36081030902,309.02,38.4
36081031700,317,31.7
36081032700,327,32.2
36081032800,328,25.6
36081033700,337,50.5
36081039400,394,39
36081040500,405,27.5
36081040700,407,25
36081046900,469,26.4
36081048000,480,32.7
36081048500,485,15.7
36047026300,263,33.7
36047027900,279,25.4
36047028600,286,33.6
36061019100,191,21.9
36061019701,197.01,22.8
36061022301,223.01,31.8
36061020600,206,28.5
36061021800,218,23.4
36061022000,220,18.1
36061023300,233,31.2
36061023400,234,26.4
36061024700,247,24.7
36061024900,249,27
36061026100,261,28.4
36061026300,263,33.1
36061027500,275,23.6
36061028500,285,24.9
36061005900,59,24.7
36061006700,67,17
36061006900,69,10.3
36061007000,70,21.4
36061007300,73,26.7
36061007600,76,22.9
36061008100,81,19.1
36061009100,91,19.9
36061009300,93,22.2
36061017700,177,22.7
36061015601,156.01,15.2
36061016001,160.01,20.4
36061016200,162,17.7
36061018600,186,15.6
36061020000,200,24.9
36061020102,201.02,22.4
36061021400,214,23.3
36061022102,221.02,27.7
36061022800,228,28.2
36061022900,229,26.1
36061023502,235.02,27.4
36081049600,496,38.4
36081050000,500,31.6
36081050800,508,46.9
36061004100,41,17.6
36061022600,226,27.2
36061026500,265,21.4
36061003800,38,26.9
36061005800,58,15.1
36061008800,88,26.9
36061012000,120,34.6
36061015500,155,19.3
36061016600,166,23.6
36061016700,167,16.2
36061025300,253,30.1
36061018100,181,22.1
36061020901,209.01,23.1
36061022302,223.02,32.2
36081036100,361,40.4
36081036300,363,31
36081037100,371,33.9
36081037700,377,31.1
36081037900,379,29.4
36081041300,413,39.6
36081041500,415,31.2
36081042600,426,0
36081043400,434,7.4
36081045000,450,24.7
36081045200,452,41.8
36081046200,462,30.8
36081046800,468,38
36081047000,470,36
36081047100,471,44
36081047200,472,27.7
36005006400,64,34.9
36061024000,240,0
36047061200,612,59.8
36047044500,445,27.4
36047047200,472,50.3
36047054400,544,43.5
36047068200,682,23.1
36047080600,806,24.9
36047085400,854,43.1
36047091000,910,31.3
36047017000,170,30.8
36047057100,571,32.2
36047070000,700,13.7
36047075800,758,44.5
36005007800,78,46.8
36005008500,85,34
36005013100,131,32.8
36005016400,164,12
36005018400,184,34.6
36005019300,193,34.6
36005021302,213.02,35
36005021602,216.02,25.2
36005021900,219,51.3
36047086400,864,39.1
36047086600,866,30.8
36047087600,876,39.7
36047001300,13,9.3
36047002000,20,30.3
36047003600,36,26.4
36047003900,39,12
36047007500,75,15.2
36047007600,76,47
36047008400,84,32.6
36047099800,998,35.8
36047102200,1022,19.5
36047084000,840,35.7
36047014700,147,25
36047021300,213,25.8
36047024600,246,35.6
36047030100,301,25.6
36047033000,330,22.1
36047021200,212,49.8
36047038100,381,27.3
36047040400,404,30
36047027600,276,26.5
36047038600,386,35.7
36047043000,430,31.3
36047048600,486,38.8
36081101002,1010.02,40.6
36081103900,1039,19.7
36081019200,192,31.8
36081018300,183,24.7
36081018800,188,9.4
36081018900,189,19.6
36081025900,259,28.5
36081026600,266,34.1
36081027300,273,22
36081029300,293,22.4
36081003600,36,19.6
36081004401,44.01,36.3
36081005300,53,23.6
36081005700,57,27.3
36081007300,73,17.6
36081008100,81,22.8
36081003800,38,24.3
36081029900,299,0
36081026300,263,24.2
36081027100,271,26.8
36081028800,288,41
36081032000,320,4.9
36081033100,331,0
36081059900,599,32.3
36081061900,619,9.8
36081062300,623,13.1
36081062900,629,21.7
36081063900,639,31.1
36081064102,641.02,0
36081066900,669,20.6
36081068200,682,33.6
36081069500,695,32.2
36081070300,703,15
36047102800,1028,21.7
36047111000,1110,11.1
36047112200,1122,43.5
36047112600,1126,39
36047114600,1146,44.8
36047115200,1152,44.2
36047026600,266,34.2
36047026800,268,40.7
36047028000,280,21.7
36047029400,294,36.3
36047033300,333,34.8
36047036002,360.02,31.4
36047038300,383,30.2
36047038500,385,15.5
36047082000,820,32.7
36047039000,390,41.9
36047041100,411,37.3
36047042000,420,32.1
36047070203,702.03,0
36047070600,706,16.1
36047080000,800,26.2
36047084800,848,31.6
36047086000,860,21.6
36047087200,872,28.4
36047089200,892,51.2
36047092800,928,25.6
36047093600,936,24.9
36047095800,958,34.1
36047097400,974,15.6
36047099000,990,30.4
36047109800,1098,12.3
36047115000,1150,42.5
36047120000,1200,40.7
36047016100,161,17.2
36047016400,164,21.4
36047016800,168,43.1
36047039400,394,39.8
36047031701,317.01,27.2
36047028502,285.02,18.4
36047029800,298,21.1
36047030000,300,29.7
36047032300,323,28.5
36047032500,325,25.1
36047032900,329,41.6
36047033900,339,27.9
36047034500,345,42.4
36005037200,372,33.8
36005039902,399.02,28.4
36005042600,426,24
36005045800,458,12.1
36005046000,460,24.8
36005023900,239,40.7
36005024100,241,31.1
36005026601,266.01,20
36005028400,284,0
36005028700,287,20.9
36005028800,288,29
36005035100,351,25.3
36005036700,367,48.2
36005039901,399.01,48.2
36005038100,381,40.7
36005038800,388,46
36005039700,397,25.7
36005040900,409,19.3
36005042000,420,33.8
36005042400,424,34.8
36005043500,435,41.7
36005042800,428,20
36005041100,411,38.2
36005041300,413,29.5
36005041900,419,44.7
36047067800,678,41.1
36047070202,702.02,0
36047072600,726,21.3
36047073800,738,38.3
36047077600,776,20.9
36047080200,802,33.1
36047081000,810,25.6
36047081400,814,50.7
36047085200,852,0
36047000100,1,23.4
36047000301,3.01,20.1
36047004900,49,13.8
36047005000,50,5
36047006000,60,23.7
36047006700,67,9
36047011400,114,39.1
36047011800,118,35.7
36047012700,127,12.5
36047013300,133,14
36047015500,155,10.9
36047017100,171,12.5
36047017400,174,13.1
36047018300,183,16.1
36047022000,220,61
36081047300,473,28.6
36081048200,482,21.8
36081048300,483,33.8
36081049302,493.02,25.2
36081050400,504,33.9
36081050500,505,24
36081054000,540,35.6
36081054200,542,36.5
36081054900,549,15.2
36081156700,1567,17.3
36081055500,555,23.8
36081058100,581,30.2
36081147900,1479,30.4
36081051800,518,32.4
36081052400,524,36
36081003000,30,40.9
36081000700,7,17.6
36081007900,79,40.6
36081005500,55,31.3
36081004002,40.02,29
36081046300,463,32.2
36081046500,465,32.8
36081073700,737,28
36081077902,779.02,34.3
36081018700,187,24.5
36081021400,214,43.4
36081058300,583,25.5
36081046600,466,23.7
36081050202,502.02,48.3
36081056000,560,28.8
36081000600,6,27.8
36081014201,142.01,33.9
36081062100,621,31.7
36081059100,591,15.2
36081089200,892,30.3
36081157902,1579.02,9.9
36081005200,52,36.7
36081012000,120,41.2
36081015600,156,28.1
36081122702,1227.02,29.2
36081008300,83,23.4
36081088901,889.01,34.9
36081145102,1451.02,30.2
36081008600,86,30.5
36081014202,142.02,32.8
36081019000,190,9.6
36081025100,251,24.8
36081036700,367,53.8
36081040900,409,38.9
36081047600,476,53.2
36061001200,12,19.8
36061001401,14.01,24.4
36061001501,15.01,11.7
36061004300,43,18
36061004900,49,19.5
36061005200,52,14.7
36061003300,33,21.9
36061003602,36.02,15.2
36061004800,48,25.7
36061005501,55.01,14.8
36061006000,60,18.5
36061006100,61,14.5
36061007200,72,13
36061007400,74,23.2
36061000201,2.01,22.2
36061000202,2.02,12.7
36061001502,15.02,16.4
36061002202,22.02,15.3
36061002700,27,33.9
36061004700,47,20.6
36061005000,50,19.5
36061009500,95,17.9
36061002601,26.01,12.2
36061002602,26.02,20.2
36081005000,50,41.7
36081009600,96,34
36081011100,111,23
36081011600,116,30
36081012100,121,14.8
36081013700,137,23
36081014900,149,29.9
36081015400,154,40.6
36081021200,212,30.7
36081022002,220.02,33.6
36081024500,245,9.4
36081118900,1189,23
36081115900,1159,28.7
36081116700,1167,33.7
36081117100,1171,27.9
36081119900,1199,48.6
36081120700,1207,20.7
36081122300,1223,56.3
36081130100,1301,23.6
36081133300,1333,29.9
36081134700,1347,32
36081140902,1409.02,15.9
36081145900,1459,25
36081057700,577,27.1
36081052500,525,26.5
36081055600,556,14
36081060600,606,45.7
36081068700,687,18.6
36081063800,638,39.9
36081065400,654,17.2
36081066300,663,17.6
36081069400,694,19
36081003400,34,51.7
36081112900,1129,21
36081055300,553,25.4
36081062700,627,18.4
36081067700,677,12.9
36081079900,799,35.2
36081099100,991,21.6
36081010000,100,34.6
36081060800,608,50
36081002400,24,33.6
36081005900,59,22.6
36081009100,91,16.6
36081014000,140,29.7
36081025500,255,17.5
36081035200,352,41.8
36081040300,403,33.4
36081048100,481,44.9
36081052100,521,18.2
36081059400,594,0
36081109900,1099,29.5
36081010400,104,36.3
36081010800,108,24.3
36081011800,118,27.5
36081001200,12,32.4
36081002000,20,20.5
36081002500,25,7
36081003700,37,0
36081061602,616.02,0
36081062400,624,0
36081000200,2,29.9
36081001800,18,30.2
36005023301,233.01,37.9
36005023502,235.02,43.8
36047034700,347,23.2
36047009000,90,32.3
36047008200,82,31.1
36047008500,85,26.5
36047008600,86,0
36047011600,116,41.3
36047011700,117,26.7
36047012200,122,29.8
36047012901,129.01,19.2
36047013900,139,13.9
36047014500,145,26.8
36047014800,148,34.3
36047016200,162,22.3
36081051500,515,33.4
36081053200,532,46.2
36081051600,516,22.5
36081052600,526,39.6
36081055400,554,52.3
36081053800,538,12
36081054700,547,37.3
36081055700,557,20.3
36081055800,558,16.5
36081055900,559,28.1
36081056100,561,0
36081057900,579,24
36081058900,589,26.7
36081059600,596,54
36081060300,603,31.6
36081065900,659,12.5
36081067900,679,22.7
36081069701,697.01,27.1
36081009800,98,27.3
36081104700,1047,39.4
36081105900,1059,14.4
36005033500,335,20.8
36005033700,337,11.2
36005034800,348,17.3
36005036000,360,35.8
36005037504,375.04,41
36005038301,383.01,38.1
36005038302,383.02,46.6
36005039500,395,31
36005040303,403.03,37.4
36005040304,403.04,48.4
36005040501,405.01,22.1
36005045600,456,53.3
36005040502,405.02,35.2
36005043400,434,51.2
36005044400,444,26.4
36081015500,155,21.4
36081017200,172,22.8
36081033402,334.02,20.7
36081033900,339,54.1
36081036500,365,45.2
36081036800,368,30.1
36081040000,400,39.6
36081040200,402,18.8
36081059500,595,31.2
36081056400,564,41.7
36081059200,592,31.3
36081061000,610,0
36081061400,614,0
36081063200,632,5.4
36081063301,633.01,23.6
36081064101,641.01,25.5
36047029200,292,29.9
36047029600,296,46.7
36047030400,304,23
36047030600,306,40.9
36047031900,319,32.9
36047034900,349,32.1
36047032600,326,27.1
36047033700,337,22.1
36047034200,342,18.5
36047041900,419,28.9
36047042900,429,35.3
36047043300,433,26.6
36047049300,493,19.5
36047049400,494,32.9
36047049800,498,21.5
36047050700,507,44.1
36047050900,509,42.3
36047051200,512,34.7
36047051300,513,20.6
36047052300,523,26.2
36047053100,531,53
36047053400,534,56.3
36047053900,539,41.3
36047054500,545,14.3
36047056600,566,21.7
36047057600,576,16.3
36047058000,580,38.8
36047059402,594.02,29.5
36047059600,596,22.4
36047062200,622,30.9
36047063800,638,7.3
36047035000,350,26.4
36047066600,666,0
36061026900,269,32.5
36061028100,281,21.2
36061028300,283,28.6
36061029100,291,32
36061029500,295,18.2
36061025500,255,32.9
36061022200,222,29.3
36061001600,16,25.1
36061002100,21,6.5
36061002800,28,22.4
36061001300,13,9.1
36061001402,14.02,23.8
36061002201,22.01,18.2
36061003001,30.01,29
36061003100,31,14.9
36061003400,34,26.2
36061004200,42,21.4
36061030300,303,22.8
36061005700,57,19.9
36061008700,87,10.8
36061027100,271,29.1
36061030700,307,25.8
36061001002,10.02,11.7
36061001800,18,26.5
36061021100,211,32.1
36061021600,216,21.4
36061021900,219,32.7
36061023700,237,24.6
36061025100,251,23.1
36061026700,267,33.5
36005030100,301,6.5
36005027600,276,0
36005030200,302,22.3
36005034200,342,49.1
36005037000,370,46.3
36005002702,27.02,45
36005003300,33,39
36085015100,151,0
36085015603,156.03,38.3
36085018902,189.02,43.7
36085020100,201,21.3
36085029102,291.02,20
36085030301,303.01,25
36085000800,8,19
36085003900,39,15.1
36085012500,125,37.3
36085013400,134,30.1
36085002001,20.01,16.4
36085006400,64,14.6
36085011401,114.01,11.3
36085013204,132.04,25.2
36085013800,138,31.1
36085014700,147,0
36085019700,197,11.2
36085020804,208.04,30
36005001900,19,34.9
36005004200,42,24.9
36005005001,50.01,56.5
36005005002,50.02,44.4
36005005100,51,23.5
36005005300,53,47.2
36005006300,63,41.4
36005007600,76,40.8
36005009000,90,17.8
36005009300,93,42.6
36005009600,96,41.5
36005011700,117,43.3
36005014701,147.01,19.8
36005014702,147.02,18.3
36005015200,152,27.8
36005015900,159,27.4
36005017902,179.02,45.2
36005017701,177.01,38.1
36005017702,177.02,34
36005017901,179.01,38.7
36005018101,181.01,52.6
36005018102,181.02,38.4
36005018301,183.01,31.5
36061017200,172,24.9
36061021303,213.03,27.4
36061021500,215,28.7
36061021703,217.03,0
36061022700,227,21.3
36061023100,231,30
36061023801,238.01,18.5
36061023802,238.02,27.6
36061024200,242,25.4
36061025700,257,19.1
36061025900,259,31.7
36061029900,299,24.5
36061031703,317.03,8.8
36061031704,317.04,14.2
36005018302,183.02,37.9
36005018500,185,35.5
36005020000,200,45.5
36005020501,205.01,30.6
36047037700,377,44.3
36047039600,396,43.9
36047040800,408,26.8
36047019200,192,41.5
36047019400,194,39.8
36047020400,204,20.1
36047020700,207,20.8
36047022800,228,41.3
36047113400,1134,26.8
36047115600,1156,34.6
36047117800,1178,24.7
36047087800,878,39.4
36047088200,882,25.9
36047089000,890,41.9
36047089400,894,50.8
36047093000,930,14
36047096200,962,21.7
36047098400,984,35.7
36047041401,414.01,39.4
36047041500,415,26.7
36047041800,418,33
36047043100,431,34.3
36047043800,438,43.1
36047047400,474,54.3
36047047700,477,23.3
36047048200,482,35.6
36047048900,489,21.2
36047049000,490,34.7
36047049700,497,23.8
36047050100,501,17.1
36047051400,514,28.3
36047078800,788,34.7
36047035200,352,14.1
36047036501,365.01,33.7
36047039200,392,30
36047036700,367,40.1
36047037000,370,32
36047038700,387,13.4
36047009600,96,37.3
36047010200,102,19.2
36047011000,110,45.6
36047013400,134,18.6
36047013600,136,28
36047014900,149,12.4
36047015000,150,25.2
36047015300,153,16
36047016300,163,27.7
36047018400,184,25.7
36047018700,187,23
36047019000,190,42.9
36047019500,195,16.4
36047019900,199,21.6
36047000900,9,13.3
36047002200,22,34.9
36047003700,37,13
36047004600,46,30.1
36047004700,47,13.9
36047006600,66,25.7
36047007400,74,44.4
36047007800,78,30.2
36047011200,112,40.6
36047012000,120,55.7
36047002100,21,11.9
36047003000,30,41.7
36047003300,33,14.8
36081148300,1483,10
36081157903,1579.03,38.9
36081162100,1621,43.7
36081112300,1123,24.9
36081116100,1161,45.1
36081116300,1163,42.9
36081125700,1257,37.9
36081139900,1399,6.7
36081140901,1409.01,20
36081144100,1441,38.1
36081144700,1447,20.1
36081152901,1529.01,19.8
36081157901,1579.01,27.4
36081103201,1032.01,38.2
36081109700,1097,9.4
36081150701,1507.01,0
36081124100,1241,21.6
36081134100,1341,35.4
36081137700,1377,20.8
36081155102,1551.02,18.5
36081010500,105,27.8
36081009500,95,22.4
36081011000,110,26.4
36081011200,112,27.3
36081012200,122,25.1
36081012400,124,22.8
36081013400,134,40.4
36047087000,870,55
36047080400,804,25.4
36047082600,826,34.6
36047085600,856,19
36047088600,886,39.9
36047088800,888,27.7
36047091200,912,37.9
36047095000,950,30.2
36047056000,560,36.3
36047055100,551,30.9
36047055400,554,24.8
36047056200,562,0
36047057400,574,44.1
36047057800,578,31.3
36047059000,590,39.9
36047061600,616,40
36047065600,656,0
36047067200,672,6.3
36047070201,702.01,50
36047073000,730,0
36047029900,299,37.8
36061009800,98,20.9
36061020800,208,25.5
36061017402,174.02,26.4
36061018700,187,18.7
36061018900,189,20.6
36061021000,210,18.1
36061022500,225,26
36061024301,243.01,18.3
36061024302,243.02,14.4
36061027300,273,15.4
36061028700,287,34.6
36061030900,309,26.3
36061031100,311,0
36061004000,40,17.6
36047022100,221,25.4
36047022400,224,34.6
36047023100,231,18.4
36047023600,236,59
36047024700,247,42
36047024900,249,22.5
36047025600,256,59.3
36047027800,278,30.1
36047028501,285.01,19.4
36047028900,289,23.3
36047029100,291,24
36061011402,114.02,20.4
36061027700,277,42
36061031900,319,0
36061011100,111,16.7
36061014000,140,13.3
36061015100,151,18.8
36061015602,156.02,12.4
36061016800,168,17.7
36061017300,173,14.4
36061017500,175,21.1
36061000500,5,0
36061003002,30.02,17.4
36061006300,63,25.5
36061017800,178,27.2
36061018800,188,21.2
36061020300,203,40.4
36061013900,139,20.1
36061014500,145,23.6
36061014700,147,12.8
36061006400,64,14.1
36061006500,65,21.7
36061012500,125,18.5
36061020101,201.01,29.1
36061007800,78,18.5
36061011202,112.02,8.5
36061014300,143,0
36061017401,174.01,32.7
36061020701,207.01,24.8
36061003200,32,14.2
36061014601,146.01,15.7
36081063302,633.02,33.3
36081069300,693,33.3
36005025100,251,38.2
36005025500,255,34
36005026400,264,34.5
36005033600,336,26.3
36005034300,343,23.2
36005002000,20,27.3
36005003700,37,43.2
36005006900,69,29.9
36005016000,160,32.1
36005021501,215.01,29.8
36005016200,162,29.9
36005016500,165,56.3
36005017500,175,27.2
36005021502,215.02,36.3
36005023000,230,50.1
36005025300,253,42.7
36005026100,261,14.1
36005027900,279,25.3
36005030000,300,28.7
36005031900,319,0
36005034000,340,32.7
36005034400,344,38.3
36005035000,350,36.2
36005036100,361,19.7
36005036501,365.01,36.1
36005002300,23,16.1
36005003900,39,33.6
36005005400,54,42.9
36005006200,62,27.6
36005006800,68,30
36005007100,71,26.6
36005008600,86,22.5
36005008700,87,36
36005011000,110,0
36005012901,129.01,30.3
36005013000,130,23.4
36005036901,369.01,38.6
36005005600,56,35.4
36005020502,205.02,34.6
36005020900,209,35.9
36005021001,210.01,21.9
36005021002,210.02,21.2
36005021700,217,36.4
36005022101,221.01,42.4
36005022102,221.02,43.7
36005022200,222,38.8
36005022403,224.03,34.7
36005022404,224.04,22.6
36005023703,237.03,40.3
36005023704,237.04,48.7
36005023800,238,38.8
36005024501,245.01,40.8
36005024502,245.02,37.9
36005026701,267.01,31.8
36005026702,267.02,42.8
36005027401,274.01,26.1
36005027402,274.02,12
36005029301,293.01,18.2
36005029302,293.02,23
36005033201,332.01,32.3
36005030701,307.01,22
36005030900,309,25.1
36005032600,326,15
36005033202,332.02,24.2
36085018100,181,20.4
36085019800,198,18.4
36085022800,228,0
36085024401,244.01,7.3
36047044900,449,18.2
36047046000,460,34.1
36047048500,485,25.2
36047050801,508.01,35.1
36047050803,508.03,30.6
36047050804,508.04,24.7
36047051001,510.01,32.5
36081129104,1291.04,25.9
36081141700,1417,32.5
36085006700,67,28.3
36085012805,128.05,68.9
36085012806,128.06,43.7
36085014607,146.07,34.5
36085014608,146.08,6.1
36085017011,170.11,8.9
36085017012,170.12,14.2
36047051002,510.02,29.7
36047051601,516.01,28.1
36047051602,516.02,26.8
36047056100,561,22.3
36047061003,610.03,36.6
36047061004,610.04,30.7
36047062000,620,34.7
36047069601,696.01,32.8
36047069602,696.02,31
36047076800,768,31.6
36047079601,796.01,28.1
36047079602,796.02,23.7
36047079801,798.01,23.9
36047079802,798.02,20.4
36047080800,808,22.5
36047092400,924,19
36047093200,932,22
36047094600,946,27.4
36047111600,1116,28.4
36047105801,1058.01,25.5
36047105804,1058.04,13.7
36047110400,1104,30.9
36047114400,1144,36.5
36047119800,1198,55.6
36047123700,1237,50.1
36047150200,1502,13.4
36047152200,1522,34.5
36085024402,244.02,24.3
36085027705,277.05,33.8
36085027706,277.06,21.8
36085990100,9901,0
